,Sales,Quantity,Discount,Profit,Days Since First Order,lag_sales_1,lag_profit_1,rolling_sales_mean_3,rolling_profit_mean_3,cohort,churn,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Corporate,Segment_Home Office,Region_East,Region_South,Region_West,Sub-Category_Chairs,Sub-Category_Furnishings,Sub-Category_Tables
1700,435,3,0,5,1020,138,-34,198,-8,33,1,0,1,0,0,0,0,0,1,0,0,0
1704,307,2,0,28,4,32,11,419,-25,0,1,0,0,1,0,0,0,0,1,0,0,0
1705,4,2,0,1,4,307,28,114,14,0,1,0,0,1,0,0,0,0,1,0,1,0
1706,16,6,0,6,482,328,-147,267,-93,16,1,0,0,1,1,0,0,0,1,0,1,0
1707,141,5,0,-187,278,77,15,376,18,10,0,0,0,1,0,0,0,0,0,0,1,0
1708,310,4,0,-26,278,141,-187,176,-66,10,0,0,0,1,0,0,0,0,0,1,0,0
1709,27,3,0,9,399,87,7,99,23,13,1,0,0,1,1,0,0,1,0,0,1,0
1711,23,3,0,10,599,24,10,20,8,19,1,0,1,0,0,0,0,0,1,0,1,0
1713,215,4,0,-58,370,542,102,386,-36,12,0,0,0,1,0,0,1,0,0,1,0,0
1716,85,2,0,-1,367,248,-17,138,3,13,1,0,1,0,0,0,0,0,0,1,0,0
1717,148,3,0,41,938,476,119,217,56,30,1,0,0,1,1,0,0,0,1,0,1,0
1720,451,3,0,0,871,41,10,178,9,29,0,0,0,1,0,0,0,0,1,1,0,0
1722,64,5,0,-43,1018,89,17,53,-7,33,1,0,0,1,0,0,0,0,0,0,1,0
1727,141,2,0,39,0,892,89,426,17,0,1,0,0,0,1,0,0,0,0,0,0,0
1730,96,6,0,33,519,557,0,225,14,17,1,0,0,1,0,0,0,0,1,0,1,0
1731,512,3,0,-30,519,96,33,389,1,17,1,0,0,1,0,0,0,0,1,0,0,0
1732,863,7,0,-32,851,14,-11,1051,114,27,1,0,0,1,1,0,0,0,1,0,0,1
1734,449,2,0,-73,603,2036,366,871,111,20,0,0,0,1,0,1,0,0,1,1,0,0
1735,277,4,0,-188,0,72,19,211,-32,0,0,0,0,1,0,0,0,0,1,0,0,1
1736,1252,8,0,-480,540,355,-184,539,-220,18,1,0,0,1,0,0,1,0,0,0,0,1
1737,22,3,0,-10,611,173,38,80,9,20,1,0,0,1,1,0,0,0,0,0,1,0
1738,1,1,0,0,611,22,-10,66,9,20,1,0,0,1,1,0,0,0,0,0,1,0
1739,170,4,0,-12,8,108,-105,150,-33,0,1,0,1,0,0,0,0,0,0,1,0,0
1740,187,4,0,76,498,287,-3,233,31,16,0,0,0,1,0,0,1,0,0,0,1,0
1742,11,3,0,4,0,273,-12,100,0,0,1,1,0,0,1,0,1,0,0,0,1,0
1743,577,2,0,115,0,11,4,287,35,0,1,1,0,0,1,0,1,0,0,1,0,0
1744,191,1,0,-76,0,30,12,306,-18,0,1,0,0,1,0,0,0,1,0,0,0,1
1745,44,5,0,-17,0,133,58,615,52,0,0,0,0,1,0,0,0,0,0,0,1,0
1747,82,2,0,7,638,478,47,300,15,21,1,0,1,0,0,1,1,0,0,0,1,0
1748,1266,7,0,291,649,155,46,679,-23,21,1,0,1,0,0,0,0,1,0,0,0,0
1749,933,4,0,-458,417,63,28,479,-123,14,1,0,0,1,0,0,0,1,0,0,0,1
1750,2803,5,0,0,417,933,-458,1266,-143,14,1,0,0,1,0,0,0,1,0,1,0,0
1753,4,2,0,-1,0,384,29,132,9,0,1,0,1,0,0,0,0,0,0,0,1,0
1755,2563,8,0,313,170,472,-149,1594,264,5,1,0,0,1,0,0,1,0,0,1,0,0
1757,207,3,0,25,1147,34,-15,87,5,38,1,0,0,0,1,0,0,1,0,1,0,0
1758,51,3,0,-33,470,200,-22,155,-53,15,1,0,1,0,0,1,0,0,0,0,1,0
1761,486,4,0,36,430,47,15,197,19,15,0,0,0,1,0,0,0,0,1,0,0,1
1764,512,3,0,-14,0,26,11,182,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1765,354,5,0,88,288,218,-19,233,24,10,1,0,0,0,0,0,1,0,0,1,0,0
1766,436,6,0,-38,628,358,39,287,7,21,1,0,0,1,1,0,0,0,1,1,0,0
1767,32,3,0,6,0,145,3,250,15,0,0,0,0,1,0,0,0,1,0,0,1,0
1768,218,3,0,-10,0,32,6,132,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1769,31,5,0,13,0,885,-99,572,-12,0,0,0,0,1,1,0,1,0,0,0,1,0
1770,9,1,0,3,0,31,13,308,-27,0,0,0,0,1,1,0,1,0,0,0,1,0
1771,24,5,0,10,0,9,3,21,9,0,0,0,0,1,1,0,1,0,0,0,1,0
1773,373,5,0,-112,486,32,7,149,-34,16,1,0,0,1,1,0,1,0,0,0,0,1
1774,186,3,0,41,949,14,4,158,25,31,1,0,0,1,0,0,0,1,0,0,1,0
1776,902,3,0,33,882,198,-14,1118,131,29,1,0,0,1,0,0,0,0,1,0,0,1
1777,120,2,0,21,658,13,0,47,5,22,1,0,0,1,0,1,0,0,1,0,0,0
1780,27,2,0,9,965,665,106,239,40,31,0,0,0,1,0,1,1,0,0,0,1,0
1783,155,2,0,-35,1237,141,35,170,19,41,0,0,1,0,0,1,1,0,0,1,0,0
1787,630,4,0,-199,714,239,64,310,-37,23,1,1,0,0,1,0,0,1,0,0,0,1
1788,933,4,0,-173,856,85,-1,355,-58,28,1,0,0,1,0,0,0,0,0,0,0,1
1789,286,1,0,63,1112,22,7,196,19,37,1,0,0,0,0,1,0,0,1,0,0,1
1792,303,5,0,-30,891,1487,148,1198,214,29,1,0,1,0,0,0,1,0,0,0,1,0
1794,9,5,0,-6,161,653,111,738,101,5,1,0,1,0,1,0,0,0,0,0,1,0
1795,240,4,0,-13,191,314,-35,250,7,6,0,0,0,0,1,0,1,0,0,0,0,1
1796,35,4,0,14,191,240,-13,196,-11,6,0,0,0,0,1,0,1,0,0,0,1,0
1797,210,2,0,50,191,35,14,162,17,6,0,0,0,0,1,0,1,0,0,0,1,0
1798,637,3,0,-127,191,210,50,294,-20,6,0,0,0,0,1,0,1,0,0,0,0,1
1800,127,5,0,-67,0,344,-93,158,-53,0,0,0,0,1,1,0,0,0,0,0,1,0
1803,387,4,0,-14,126,563,112,349,46,4,0,0,0,1,0,1,0,1,0,0,0,0
1804,77,3,0,-11,126,387,-14,343,28,4,0,0,0,1,0,1,0,1,0,0,1,0
1805,199,10,0,71,985,464,92,247,67,32,1,1,0,0,0,0,0,0,1,0,1,0
1806,18,7,0,7,0,601,-300,211,-100,0,1,0,1,0,0,0,0,1,0,0,1,0
1807,184,3,0,-20,0,21,6,77,-1,0,1,0,1,0,1,0,0,0,1,1,0,0
1808,366,4,0,-110,695,241,0,292,-106,23,1,0,0,1,0,0,0,0,0,1,0,0
1809,73,2,0,-77,587,16,6,139,-73,20,1,0,0,1,1,0,0,0,0,0,1,0
1812,182,3,0,45,91,12,1,97,17,3,0,0,0,1,0,0,1,0,0,1,0,0
1813,302,3,0,18,91,182,45,166,21,3,0,0,0,1,0,0,1,0,0,1,0,0
1814,54,14,0,8,652,127,-9,220,27,22,1,0,0,1,0,1,1,0,0,0,1,0
1815,51,6,0,7,124,449,-12,679,-1,4,1,1,0,0,0,0,1,0,0,0,1,0
1816,241,2,0,-36,1404,2573,746,1219,224,46,0,0,0,1,0,1,0,0,1,1,0,0
1817,389,3,0,35,850,36,6,165,20,27,0,0,0,1,0,0,0,0,0,1,0,0
1818,422,7,0,0,0,207,2,504,33,0,1,0,0,0,1,0,1,0,0,1,0,0
1819,20,1,0,8,231,81,-9,149,-8,7,1,0,0,1,1,0,0,1,0,0,1,0
1820,39,4,0,11,231,20,8,47,3,7,1,0,0,1,1,0,0,1,0,0,1,0
1821,24,4,0,4,0,127,21,105,-18,0,1,0,0,0,1,0,0,0,1,0,1,0
1822,1056,7,0,158,690,199,-8,452,45,23,1,0,0,0,0,0,0,1,0,0,0,1
1823,2,2,0,0,969,561,70,1356,256,32,1,0,1,0,1,0,0,0,0,0,1,0
1825,220,6,0,-8,250,22,-10,95,-2,8,1,0,0,1,0,1,0,1,0,0,1,0
1826,102,1,0,26,926,102,-183,72,-51,31,0,0,0,0,0,0,1,0,0,0,1,0
1828,10,3,0,-5,0,6,-3,411,-43,0,1,0,1,0,1,0,0,0,0,0,1,0
1829,11,3,0,3,560,141,41,55,16,18,0,0,0,0,0,0,0,0,1,0,1,0
1831,353,2,0,-44,0,56,21,160,-40,0,1,0,0,1,0,0,1,0,0,0,0,0
1832,13,2,0,6,0,353,-44,141,-5,0,1,0,0,1,0,0,1,0,0,0,1,0
1833,399,7,0,-14,690,37,15,514,40,23,1,0,0,1,1,0,0,0,1,0,0,1
1834,30,5,0,-19,1375,866,225,380,63,46,0,0,1,0,0,0,0,0,0,0,1,0
1836,177,5,0,-78,48,356,60,623,-78,1,0,0,0,0,0,0,1,0,0,0,0,0
1837,130,2,0,-89,1322,902,33,410,-23,43,1,0,0,1,0,0,1,0,0,0,0,0
1839,4,1,0,1,501,73,-77,31,-23,17,1,0,0,1,1,0,0,1,0,0,1,0
1840,194,3,0,19,706,91,19,158,5,23,1,0,0,1,0,0,0,0,1,1,0,0
1842,14,3,0,5,0,2807,673,950,229,0,1,1,0,0,0,0,0,0,1,0,1,0
1843,723,5,0,-81,621,65,-52,270,-42,20,0,0,0,1,0,0,0,1,0,0,0,0
1844,21,4,0,-15,0,35,14,82,24,0,0,0,0,1,0,0,0,0,0,0,1,0
1846,182,3,0,-18,123,10,4,82,0,4,1,0,1,0,0,0,1,0,0,0,1,0
1847,600,3,0,-8,212,504,126,430,64,7,0,0,0,1,0,0,0,0,0,1,0,0
1848,7,1,0,-3,212,600,-8,371,37,7,0,0,0,1,0,0,0,0,0,0,1,0
1849,517,5,0,-81,711,122,-13,214,-31,23,0,0,0,0,0,0,0,0,0,0,0,1
1850,300,1,0,11,161,258,0,393,-78,5,1,0,1,0,0,1,0,0,1,0,0,1
1851,31,4,0,9,1102,37,14,52,20,36,1,0,0,1,1,0,0,1,0,0,1,0
1852,120,2,0,-28,1102,31,9,63,-1,36,1,0,0,1,1,0,0,1,0,0,0,1
1853,172,2,0,13,0,15,5,845,139,0,1,0,0,1,0,1,1,0,0,1,0,0
1854,305,3,0,25,0,91,15,255,27,0,1,0,0,0,1,0,0,0,1,0,0,0
1855,626,3,0,-23,0,366,-47,367,-7,0,1,0,0,1,0,0,0,0,1,0,0,1
1856,359,3,0,-29,380,408,-5,304,-44,13,1,0,0,1,0,0,0,0,1,0,0,0
1858,379,2,0,-119,212,6,-4,150,-34,7,1,0,1,0,0,1,0,0,0,1,0,0
1859,53,3,0,16,377,254,0,105,2,12,1,0,0,1,1,0,0,1,0,0,1,0
1860,131,2,0,8,377,53,16,146,8,12,1,0,0,1,1,0,0,1,0,0,0,0
1861,126,3,0,40,1138,90,15,150,24,37,1,0,1,0,1,0,0,0,1,0,1,0
1862,11,1,0,3,570,129,12,72,10,19,1,0,0,0,0,0,0,0,1,0,1,0
1863,210,2,0,12,396,373,-112,205,-30,13,1,0,0,1,1,0,0,0,1,0,1,0
1864,27,3,0,9,195,50,8,31,7,6,1,0,0,1,1,0,1,0,0,0,1,0
1865,83,4,0,5,307,19,7,43,8,10,1,1,0,0,0,1,0,0,1,1,0,0
1869,1128,3,0,259,669,305,25,508,100,22,1,0,0,1,1,0,0,0,1,0,0,1
1870,698,3,0,52,342,2563,313,1244,72,11,1,0,0,1,0,0,0,1,0,1,0,0
1871,77,2,0,-3,342,698,52,1113,120,11,1,0,0,1,0,0,0,1,0,0,0,0
1873,40,2,0,14,846,10,-5,18,1,28,1,0,0,1,1,0,1,0,0,0,1,0
1874,266,3,0,13,0,66,-42,328,-153,0,0,0,0,1,1,0,0,0,1,1,0,0
1875,39,2,0,14,352,411,-4,178,8,12,1,0,0,1,0,1,0,1,0,0,1,0
1876,159,10,0,45,143,106,33,185,29,5,1,0,0,0,1,0,0,1,0,0,1,0
1879,70,12,0,31,1087,307,-11,238,7,36,0,0,0,1,1,0,0,0,1,0,1,0
1883,489,2,0,41,0,230,20,534,53,0,1,0,0,1,0,0,0,0,0,0,0,1
1884,312,3,0,43,442,2567,770,966,273,15,0,0,0,1,0,0,0,0,1,0,1,0
1885,32,3,0,-12,606,363,0,344,-14,19,0,0,0,1,0,0,0,0,0,0,1,0
1886,191,3,0,-38,606,32,-12,195,-17,19,0,0,0,1,0,0,0,0,0,1,0,0
1887,177,2,0,46,0,863,-32,351,0,0,1,0,0,1,1,0,0,1,0,0,1,0
1888,11,3,0,2,916,177,46,350,5,30,1,0,0,1,1,0,0,1,0,0,1,0
1891,211,2,0,-45,0,609,-113,712,44,0,1,0,0,1,0,0,0,0,0,0,0,1
1892,99,5,0,22,378,39,9,74,12,12,0,0,0,1,1,0,0,0,0,0,1,0
1894,239,3,0,-47,708,231,5,222,-21,23,0,0,0,1,0,0,0,0,0,1,0,0
1896,155,4,0,-7,0,115,25,141,15,0,1,0,1,0,0,0,0,1,0,0,0,0
1900,756,5,0,75,786,273,71,386,56,26,1,0,0,0,0,0,0,1,0,0,1,0
1902,271,2,0,60,1159,75,-20,120,8,38,0,0,0,1,0,0,1,0,0,1,0,0
1903,344,7,0,28,653,87,-45,146,-6,21,1,0,1,0,0,0,0,0,1,0,0,0
1905,159,5,0,-194,114,16,4,63,-62,4,0,0,0,1,0,0,0,0,0,0,1,0
1906,145,2,0,-99,114,159,-194,107,-96,4,0,0,0,1,0,0,0,0,0,0,0,1
1908,9,2,0,3,521,657,-93,247,-23,17,0,0,0,1,1,0,0,0,0,0,1,0
1910,458,5,0,-124,263,220,-8,233,-47,9,1,0,0,1,0,1,1,0,0,1,0,0
1911,5,2,0,2,426,142,-37,177,-67,14,0,1,0,0,1,0,0,0,0,0,1,0
1912,135,7,0,66,477,528,0,242,21,15,1,0,0,0,1,0,1,0,0,0,1,0
1913,29,6,0,9,0,181,-54,284,44,0,1,0,1,0,0,0,0,1,0,0,1,0
1914,98,3,0,9,277,141,22,217,34,9,1,0,0,0,0,1,0,0,1,0,1,0
1915,117,1,0,1,338,25,9,70,9,11,1,0,0,0,0,0,1,0,0,1,0,0
1916,37,3,0,12,659,1875,-968,651,-314,21,0,0,0,1,1,0,1,0,0,0,1,0
1917,14,3,0,6,0,323,12,213,17,0,0,0,0,1,0,0,1,0,0,0,1,0
1918,191,3,0,61,0,14,6,176,26,0,0,0,0,1,0,0,1,0,0,0,1,0
1919,283,4,0,45,941,148,41,302,68,31,1,1,0,0,1,0,0,0,1,0,0,1
1920,487,2,0,146,1019,161,45,359,101,33,0,0,0,1,0,1,0,0,0,1,0,0
1922,337,4,0,16,251,186,41,179,20,8,1,0,0,1,0,0,0,1,0,0,1,0
1923,2621,11,0,553,0,16,-22,904,176,0,1,0,0,0,0,1,1,0,0,1,0,0
1924,74,7,0,23,170,484,-84,424,39,5,1,0,0,1,0,0,0,0,1,0,1,0
1925,364,3,0,27,170,74,23,308,-11,5,1,0,0,1,0,0,0,0,1,0,0,1
1926,1115,7,0,334,0,347,-24,492,105,0,1,0,0,1,1,0,0,0,1,0,0,1
1927,215,3,0,-2,725,113,20,689,-2,24,1,0,1,0,0,0,0,0,1,1,0,0
1928,11,3,0,2,1275,205,-27,129,-4,42,0,0,0,0,1,0,1,0,0,0,1,0
1931,482,6,0,-376,0,198,-32,270,-131,0,1,0,1,0,1,0,1,0,0,0,0,0
1932,64,5,0,-84,0,821,213,426,-25,0,0,0,0,1,0,0,0,0,0,0,1,0
1934,887,3,0,-63,0,31,6,342,-15,0,0,0,1,0,0,0,1,0,0,1,0,0
1935,9,3,0,-3,741,446,0,164,0,24,1,0,1,0,0,1,0,0,0,0,1,0
1936,5,4,0,-2,741,9,-3,153,-1,24,1,0,1,0,0,1,0,0,0,0,1,0
1937,301,3,0,-241,0,423,47,252,-64,0,1,0,1,0,0,0,1,0,0,0,0,0
1938,27,2,0,9,908,39,-23,41,-12,29,1,0,0,1,1,0,1,0,0,0,1,0
1940,405,7,0,32,460,170,-12,228,-28,15,1,0,0,1,0,0,0,0,0,0,0,0
1941,680,3,0,176,460,405,32,418,65,15,1,0,0,1,0,0,0,0,0,1,0,0
1942,31,2,0,1,953,286,63,113,24,32,1,1,0,0,0,1,0,0,1,0,1,0
1944,207,1,0,25,486,51,15,215,12,16,1,0,0,1,0,0,0,0,1,1,0,0
1945,256,1,0,32,0,523,-26,370,-36,0,1,0,0,1,0,0,0,0,1,1,0,0
1946,120,1,0,12,863,366,-110,243,-32,28,1,0,0,0,0,0,1,0,0,0,0,0
1947,39,2,0,11,0,1454,378,629,144,0,1,0,0,1,1,0,0,0,1,0,1,0
1948,79,3,0,28,0,39,11,524,139,0,1,0,0,1,1,0,0,0,1,0,1,0
1949,301,3,0,-204,0,162,34,256,-31,0,0,0,0,1,0,0,1,0,0,0,0,0
1950,1504,4,0,346,1193,88,14,552,123,39,0,0,0,0,0,0,0,1,0,0,0,1
1951,94,9,0,31,756,335,25,252,49,25,1,0,0,1,0,0,0,0,1,0,1,0
1952,568,3,0,28,756,94,31,333,28,25,1,0,0,1,0,0,0,0,1,0,0,1
1953,147,2,0,-3,146,60,26,280,54,5,1,0,0,0,0,0,1,0,0,0,1,0
1954,119,1,0,7,0,32,3,79,9,0,1,0,0,1,0,1,0,0,1,0,0,0
1955,60,1,0,15,0,205,-12,94,3,0,1,0,1,0,0,0,0,0,0,1,0,0
1956,332,3,0,53,0,60,15,199,18,0,1,0,1,0,0,0,0,0,0,0,1,0
1959,14,2,0,5,0,75,19,63,9,0,1,0,0,0,0,1,0,0,1,0,1,0
1960,102,1,0,6,474,41,10,68,7,15,0,1,0,0,0,0,1,0,0,1,0,0
1961,10,3,0,4,661,9,3,225,-28,22,0,0,0,1,1,0,1,0,0,0,1,0
1964,392,3,0,43,0,30,8,489,107,0,1,0,0,1,1,0,0,0,0,1,0,0
1966,457,3,0,-84,199,72,23,311,-11,6,1,0,0,1,0,1,0,0,0,0,0,1
1967,1079,6,0,-15,767,18,6,450,-13,25,0,0,0,0,0,0,1,0,0,1,0,0
1969,56,1,0,-20,0,231,5,647,72,0,0,0,1,0,1,0,0,0,0,1,0,0
1970,163,2,0,25,401,1115,334,542,111,13,1,0,0,1,1,0,1,0,0,1,0,0
1971,183,4,0,31,401,163,25,487,130,13,1,0,0,1,1,0,1,0,0,0,1,0
1976,314,3,0,-15,604,680,176,466,64,20,1,0,0,0,0,0,0,1,0,0,0,0
1977,455,5,0,-106,1071,159,31,585,70,35,1,0,0,0,0,1,1,0,0,0,0,1
1978,30,2,0,8,1071,455,-106,215,-22,35,1,0,0,0,0,1,1,0,0,0,1,0
1979,899,5,0,-12,1071,30,8,461,-36,35,1,0,0,0,0,1,1,0,0,1,0,0
1980,842,8,0,202,824,362,36,456,96,27,1,0,0,1,0,0,0,0,1,0,1,0
1981,41,2,0,10,824,842,202,415,83,27,1,0,0,1,0,0,0,0,1,0,1,0
1983,520,2,0,-14,555,853,-24,521,-44,18,0,0,0,0,0,0,0,0,0,1,0,0
1984,313,3,0,-99,0,165,14,295,-3,0,1,0,1,0,1,0,1,0,0,0,0,1
1985,45,1,0,7,0,313,-99,174,-25,0,1,0,1,0,1,0,1,0,0,0,1,0
1986,22,3,0,6,1071,187,76,76,30,35,0,0,0,1,0,1,0,0,1,0,1,0
1987,272,3,0,43,809,25,-3,299,0,27,0,0,1,0,1,0,1,0,0,1,0,0
1988,41,4,0,-4,265,37,12,651,-320,8,0,0,0,0,1,0,1,0,0,0,1,0
1989,317,3,0,-86,265,41,-4,132,-25,8,0,0,0,0,1,0,1,0,0,1,0,0
1992,582,8,0,-29,114,282,56,344,0,3,1,1,0,0,1,0,0,0,1,1,0,0
1995,4,2,0,0,0,451,0,165,3,0,0,0,0,1,0,0,0,0,1,0,1,0
1996,209,2,0,-66,609,254,11,1358,27,20,1,0,1,0,0,0,1,0,0,0,0,1
1997,12,1,0,3,1109,32,-26,43,-9,36,1,0,1,0,0,0,1,0,0,0,1,0
1998,87,5,0,15,1132,892,111,447,31,37,0,0,0,0,0,0,1,0,0,0,1,0
1999,2803,5,0,0,42,398,-28,1082,-3,1,0,0,0,0,0,0,0,0,1,1,0,0
2000,10,3,0,3,399,435,5,194,-8,13,1,0,0,1,0,0,0,0,1,0,1,0
2002,199,5,0,39,0,1565,407,721,144,0,0,0,0,1,1,0,1,0,0,0,1,0
2003,1212,8,0,-69,0,661,-231,631,-97,0,1,0,0,1,1,0,0,0,0,1,0,0
2004,103,1,0,-16,0,101,37,115,2,0,0,0,0,1,1,0,0,0,0,0,0,1
2005,477,5,0,138,980,41,10,453,117,32,1,0,0,1,0,0,0,0,0,0,1,0
2007,31,2,0,1,817,6,2,22,5,27,0,0,0,1,1,0,0,0,1,0,1,0
2010,101,5,0,38,0,128,24,132,-1,0,0,0,1,0,0,0,1,0,0,0,1,0
2011,51,2,0,-61,279,31,1,29,-19,9,0,0,1,0,1,0,0,0,0,0,1,0
2012,781,10,0,-137,739,387,4,593,-56,25,1,0,1,0,1,0,0,0,0,0,0,0
2013,673,3,0,-76,1339,1256,75,730,22,44,0,1,0,0,0,0,1,0,0,0,0,1
2014,1592,7,0,350,0,210,12,725,83,0,1,0,0,1,1,0,0,0,0,0,0,1
2017,204,1,0,-6,1114,700,-130,401,-56,36,1,0,1,0,0,0,0,0,0,0,0,0
2019,427,14,0,80,807,85,31,268,62,26,1,0,0,1,0,0,1,0,0,1,0,0
2020,8,3,0,-6,1031,10,-6,410,25,34,0,0,1,0,0,0,0,0,0,0,1,0
2022,191,7,0,16,391,22,6,133,33,13,0,0,1,0,0,1,0,0,1,1,0,0
2024,68,7,0,8,724,192,36,109,8,24,0,0,0,1,1,0,0,0,1,0,1,0
2025,71,5,0,9,229,241,-15,120,1,7,1,0,0,1,0,0,1,0,0,0,1,0
2028,1125,7,0,98,0,135,37,538,76,0,1,1,0,0,0,0,0,1,0,1,0,0
2029,31,3,0,10,337,254,76,119,28,11,1,1,0,0,0,0,0,0,1,0,1,0
2030,105,1,0,-28,0,354,88,226,13,0,1,0,1,0,0,0,0,0,0,1,0,0
2031,104,5,0,-4,0,105,-28,188,18,0,1,0,1,0,0,0,0,0,0,1,0,0
2037,376,3,0,-213,428,127,2,186,-64,14,1,0,0,1,1,0,1,0,0,0,0,1
2038,282,4,0,19,824,66,22,243,21,27,1,0,1,0,0,0,0,0,1,0,1,0
2040,409,3,0,-96,0,307,-39,473,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,1628,9,0,260,0,18,7,641,106,0,1,0,0,0,0,0,1,0,0,1,0,0
2042,137,2,0,55,175,15,5,239,10,6,1,0,0,1,1,0,0,0,1,0,1,0
2043,730,4,0,94,175,137,55,294,51,6,1,0,0,1,1,0,0,0,1,0,0,1
2045,436,6,0,21,0,1227,-36,561,-3,0,1,0,0,1,1,0,0,0,1,1,0,0
2046,481,2,0,54,0,436,21,715,13,0,1,0,0,1,1,0,0,0,1,1,0,0
2047,3406,8,0,160,632,4,-1,1265,62,20,1,0,0,1,0,0,0,0,1,0,0,0
2048,595,6,0,297,632,3406,160,1335,152,20,1,0,0,1,0,0,0,0,1,0,1,0
2049,97,3,0,35,0,353,-44,157,-2,0,1,0,0,1,0,0,1,0,0,0,1,0
2050,579,4,0,83,0,97,35,343,24,0,1,0,0,1,0,0,1,0,0,1,0,0
2051,119,3,0,23,727,483,54,289,21,24,0,0,0,1,0,0,0,0,1,0,1,0
2052,12,3,0,4,727,119,23,205,27,24,0,0,0,1,0,0,0,0,1,0,1,0
2054,201,8,0,54,421,956,-225,673,-110,14,0,0,0,1,0,0,0,0,1,0,1,0
2055,613,3,0,-18,0,517,-81,417,-37,0,0,0,0,1,0,0,0,0,0,0,0,0
2057,242,3,0,12,866,102,6,128,9,28,0,0,0,1,0,0,0,0,1,1,0,0
2058,19,2,0,5,866,242,12,121,8,28,0,0,0,1,0,0,0,0,1,0,1,0
2059,273,2,0,-34,0,933,-173,430,-69,0,1,0,0,1,0,0,1,0,0,0,1,0
2061,326,3,0,39,236,204,57,186,34,8,0,0,0,1,0,0,1,0,0,1,0,0
2064,364,2,0,9,1148,191,-38,195,-13,37,0,1,0,0,0,0,0,0,1,0,0,1
2065,71,2,0,-1,1148,364,9,208,-10,37,0,1,0,0,0,0,0,0,1,0,0,1
2066,10,2,0,-7,155,1706,85,588,30,5,1,0,0,1,0,0,0,0,0,0,1,0
2067,797,4,0,-56,155,10,-7,838,6,5,1,0,0,1,0,0,0,0,0,1,0,0
2068,292,2,0,58,500,145,-99,199,-78,16,0,0,1,0,0,0,0,1,0,0,0,1
2069,1403,5,0,70,410,21,-10,575,49,13,1,0,0,1,1,0,0,0,1,1,0,0
2070,339,5,0,8,982,111,14,159,11,32,0,0,0,1,0,1,0,1,0,0,0,0
2071,17,3,0,-10,0,128,15,56,-2,0,0,0,0,1,0,0,0,0,0,0,1,0
2072,8,2,0,2,0,21,-11,70,6,0,1,0,1,0,1,0,1,0,0,0,1,0
2074,1023,5,0,-30,382,2803,0,1586,-162,12,1,0,0,1,0,0,0,0,0,0,0,0
2075,600,3,0,-8,382,1023,-30,1475,-12,12,1,0,0,1,0,0,0,0,0,1,0,0
2076,211,2,0,-66,382,600,-8,611,-35,12,1,0,0,1,0,0,0,0,0,1,0,0
2077,107,2,0,-29,0,258,77,222,45,0,0,0,1,0,0,0,0,0,0,1,0,0
2078,7,1,0,2,467,146,-12,54,-2,15,1,0,1,0,0,0,1,0,0,0,1,0
2079,45,2,0,9,43,79,-29,50,-5,1,0,0,0,1,0,1,0,1,0,0,1,0
2080,194,4,0,12,711,301,-204,219,-52,23,0,0,1,0,0,0,0,1,0,1,0,0
2081,173,7,0,45,155,192,69,237,15,5,1,0,0,1,1,0,0,1,0,0,1,0
2082,195,4,0,-12,214,170,0,233,-2,7,1,0,0,1,0,0,0,0,1,1,0,0
2083,242,3,0,15,1251,673,-76,723,4,41,0,0,0,1,0,0,0,1,0,1,0,0
2084,8,7,0,-2,0,2803,0,1070,-10,0,0,0,1,0,0,0,0,0,0,0,1,0
2085,14,4,0,-6,706,87,15,331,40,23,0,0,0,0,0,0,0,0,0,0,1,0
2086,483,4,0,60,711,187,11,228,25,23,1,0,0,1,0,0,0,0,1,1,0,0
2088,511,5,0,132,445,154,-46,421,40,15,1,0,1,0,0,1,0,0,1,0,1,0
2089,12,2,0,4,235,563,56,201,22,8,1,0,0,1,1,0,1,0,0,0,1,0
2090,214,5,0,83,235,12,4,263,48,8,1,0,0,1,1,0,1,0,0,0,1,0
2091,50,4,0,21,0,172,32,166,34,0,1,0,0,1,0,0,0,0,1,0,1,0
2092,3393,8,0,610,103,94,-42,1313,189,3,0,0,0,1,1,0,0,0,1,0,0,1
2094,68,2,0,16,0,135,66,244,27,0,1,0,0,0,1,0,1,0,0,0,1,0
2096,403,4,0,96,593,70,31,260,38,19,0,0,1,0,1,0,0,0,0,1,0,0
2097,95,5,0,27,593,403,96,189,51,19,0,0,1,0,1,0,0,0,0,0,1,0
2099,82,2,0,0,0,466,34,206,-4,0,1,0,0,1,0,0,1,0,0,0,1,0
2100,330,1,0,-143,0,564,-304,390,-161,0,0,0,0,1,0,1,1,0,0,0,0,1
2102,25,3,0,-6,0,64,-43,60,-11,0,1,0,0,1,0,0,0,0,0,0,1,0
2104,717,3,0,71,0,131,55,320,49,0,1,0,0,0,1,0,0,0,1,1,0,0
2105,207,5,0,24,0,717,71,352,50,0,1,0,0,0,1,0,0,0,1,0,1,0
2106,44,3,0,12,0,207,24,323,36,0,1,0,0,0,1,0,0,0,1,0,1,0
2107,362,3,0,-54,50,272,43,220,-4,2,0,0,0,0,1,0,0,0,1,1,0,0
